ip,nb_qm,nb_www,ratio_digits_url,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank
0,0,1,0.0,0,162,1,9614,1,7
1,0,0,0.575,0,0,1,-1,1,0
0,0,0,0.0,0,284,0,2242,0,2
1,0,0,0.177419355,2,21,1,5615,1,5
0,0,0,0.0,0,12,1,7253,1,1
0,0,0,0.0,0,21,1,7298,0,5
0,1,0,0.0,4,6,1,4609,1,3
0,0,0,0.011363636,2,0,1,4397,1,2
1,0,0,0.118421053,0,51,1,3992,1,0
0,0,0,0.0,0,11,1,-1,1,0
0,0,1,0.0,0,21,1,-1,0,3
0,0,0,0.0,0,16,1,7295,1,5
0,0,0,0.0,0,0,1,3620,1,2
0,0,0,0.210526316,0,8,0,1338,1,6
0,0,1,0.0,0,197,0,5667,1,4
0,0,0,0.0,0,85,1,7618,0,5
0,0,0,0.081967213,1,85,0,9052,0,7
0,0,0,0.054545455,1,33,1,1546,1,2
0,0,0,0.05,1,21,1,5626,1,5
0,0,1,0.0,0,21,0,1973,1,1
0,0,0,0.133333333,0,0,1,1819,1,1
0,0,0,0.0,0,25,1,7491,0,10
1,0,0,0.211538462,0,21,1,5627,1,5
0,0,1,0.0,1,2,1,9715,0,5
1,1,0,0.217391304,0,0,1,4377,1,1
0,0,1,0.0,1,2,1,3317,1,2
0,0,0,0.0,0,4,1,7391,0,4
0,0,0,0.1,0,14,1,7295,1,5
1,1,0,0.2,2,25,1,-1,1,0
0,0,1,0.0,0,55,0,2390,0,6
0,0,1,0.0,1,116,1,2613,0,3
0,0,0,0.0,0,0,1,8884,1,2
0,0,0,0.037037037,0,280,1,7122,1,4
0,0,0,0.06557377,0,12,1,-1,1,2
0,1,0,0.027027027,0,167,1,5877,0,5
0,0,1,0.0,0,37,1,3124,0,4
0,0,1,0.0,0,106,1,7668,0,6
1,0,0,0.147058824,0,4,1,4003,1,0
0,0,0,0.047619048,0,40,0,-2,0,0
0,0,1,0.0,0,10,0,5958,0,2
0,0,1,0.012987013,0,170,0,7840,1,5
0,0,0,0.058823529,1,203,1,1546,1,2
1,0,0,0.132352941,0,51,1,3993,1,0
0,0,0,0.033333333,0,21,1,5627,1,5
0,0,0,0.0,0,103,1,7055,1,0
0,0,0,0.117647059,0,14,1,7295,1,5
0,0,0,0.0,0,28,1,7202,1,2
1,0,0,0.096385542,0,0,1,3381,1,0
0,0,0,0.0,0,0,1,561,1,2
0,1,1,0.054794521,0,5,0,5160,1,8
0,0,0,0.0,1,65,1,30,1,0
0,0,1,0.0,0,406,1,4537,0,3
0,1,0,0.088495575,1,29,1,8346,1,10
0,0,0,0.0,0,139,1,-1,0,2
0,0,1,0.0,0,72,0,3219,0,3
0,0,0,0.0,0,28,0,8810,0,4
0,0,1,0.093333333,0,0,1,12766,1,6
1,0,0,0.166666667,0,0,1,5626,1,5
0,0,1,0.102564103,0,259,1,6068,0,4
0,0,1,0.0,0,306,1,2486,0,1
0,0,0,0.0,0,0,1,-1,1,2
0,0,1,0.0,0,240,1,1737,0,1
0,0,1,0.0,0,55,1,3811,0,4
0,0,0,0.066666667,0,14,1,7295,1,5
0,0,1,0.041666667,0,1,1,184,0,2
0,0,0,0.0,0,12,0,-1,1,2
0,0,0,0.0,0,0,1,-1,1,0
0,0,1,0.0,0,51,0,-1,0,3
0,0,1,0.0,0,650,1,4644,0,4
0,0,0,0.0,0,3,1,3767,1,0
0,0,0,0.0,0,405,1,8647,0,5
0,0,0,0.0,2,1,0,8348,0,10
1,2,0,0.186868687,4,1,1,2961,1,1
0,0,1,0.0,0,58,0,7603,0,4
0,1,1,0.0,1,64,1,4428,0,4
0,0,0,0.0,1,19,1,6391,1,1
0,0,0,0.085714286,0,23,1,240,1,0
1,0,0,0.213017751,1,17,1,6764,1,2
0,0,1,0.0,1,0,1,7,1,0
0,0,0,0.03030303,0,14,1,7295,1,5
0,1,0,0.0,1,11,1,-1,1,0
0,0,0,0.0172413789999999,1,0,1,359,1,1
0,0,0,0.0,3,29,1,1266,1,0
0,0,1,0.0,0,88,1,530,0,3
1,0,1,0.064814815,1,208,0,3964,1,6
0,0,0,0.0,0,14,1,7295,1,5
0,0,1,0.0,0,535,1,8407,1,5
0,0,0,0.0,4,10,1,2235,1,1
0,0,1,0.0,0,132,1,-1,1,4
0,0,0,0.045454545,0,16,1,806,0,1
0,0,1,0.0,1,26,1,6510,1,0
0,0,1,0.063063063,0,301,0,8759,0,6
0,1,1,0.012987013,0,71,1,1645,0,2
0,0,0,0.0,0,701,1,7297,0,5
0,0,1,0.091954023,0,50,1,8721,0,7
1,0,0,0.388888889,0,0,1,-1,1,2
0,1,0,0.0,0,587,1,-1,1,0
0,0,0,0.088235294,0,4,1,5613,1,5
0,0,1,0.045454545,0,0,1,158,1,0
0,0,1,0.0,0,8,0,-1,0,3
0,0,0,0.0,0,27,1,5,1,0
0,0,1,0.0,0,44,0,4937,0,2
0,0,0,0.0,0,122,1,-1,0,2
0,0,1,0.0,0,75,1,1778,0,1
0,0,1,0.0,0,413,0,6014,0,8
0,0,1,0.0,0,159,1,7046,0,5
0,1,1,0.046511628,0,53,0,5636,0,10
1,0,0,0.194444444,0,287,0,6645,0,4
0,0,1,0.0,0,39,1,3639,0,4
0,0,1,0.0,0,92,1,5204,0,5
1,1,1,0.425531915,2,5,1,4872,1,2
1,1,1,0.3,0,0,1,5826,1,0
0,0,1,0.042105263,2,4,1,1797,1,0
0,0,0,0.0,0,0,1,5159,1,8
0,0,1,0.0,0,126,1,5071,0,3
0,0,1,0.0,0,16,0,-2,0,3
0,1,1,0.105263158,0,55,0,7737,0,5
0,0,0,0.013513514,1,7,1,395,1,0
0,0,1,0.017857143,0,94,0,6381,0,2
0,0,1,0.0,0,34,1,3251,1,4
0,0,0,0.0,1,47,1,1950,0,1
0,0,1,0.0,0,207,1,6259,0,6
1,1,0,0.237903226,2,5,1,7816,1,2
0,0,0,0.0,0,221,1,1677,0,4
0,0,0,0.0,3,12,0,-1,1,1
0,0,1,0.0,0,195,1,7583,0,5
0,0,0,0.153846154,0,0,1,189,1,2
1,1,0,0.362318841,4,2,1,1653,1,0
0,0,1,0.0,2,3,1,331,1,0
0,0,1,0.0,0,129,0,4401,0,2
0,0,1,0.0,0,17,0,7391,0,3
1,1,0,0.166666667,0,51,1,3993,1,0
0,0,1,0.0,0,111,1,4069,0,2
0,0,0,0.018518519,0,75,1,135,1,0
0,0,0,0.0,2,3,1,330,1,0
0,0,1,0.0,0,310,0,8989,0,6
0,1,1,0.037735849,0,150,1,-1,1,3
0,0,1,0.0,0,13,1,4212,1,0
0,0,1,0.02739726,1,0,1,-1,1,0
1,1,0,0.140625,0,51,1,3993,1,0
0,0,1,0.0,0,241,0,-1,0,3
0,0,0,0.12195122,0,23,1,804,1,2
0,0,1,0.0,0,122,1,6828,0,1
0,0,1,0.117647059,0,80,1,6106,1,6
0,0,1,0.0,2,11,1,-1,0,0
0,0,0,0.0,1,0,1,3668,1,2
0,1,0,0.0,0,0,1,1975,1,0
0,1,1,0.0,5,6,1,4608,1,3
0,0,0,0.075949367,0,14,1,6322,1,5
0,0,1,0.01754386,0,11,1,138,1,0
0,0,1,0.0,0,588,1,7985,0,6
0,0,0,0.0,0,204,1,7298,0,5
0,0,1,0.0,3,44,0,6559,1,2
0,0,1,0.042253521,2,0,1,502,1,3
0,0,1,0.0,0,331,1,3970,0,5
0,0,1,0.0,0,278,0,-1,0,5
0,0,1,0.0,0,99,1,8340,0,5
0,0,1,0.06779661,0,665,0,3650,1,5
0,0,0,0.013605442,1,13,1,-1,1,0
0,0,0,0.0,0,45,0,-1,0,5
0,0,1,0.0,0,99,0,1274,0,2
0,0,1,0.026666667,0,0,1,12714,0,5
0,0,0,0.0,0,7,1,2380,0,4
0,0,1,0.067567568,0,5,1,135,1,0
0,0,0,0.029411765,0,14,1,7295,1,5
0,0,0,0.05,0,198,1,5590,1,5
1,0,0,0.157894736999999,0,0,1,5626,1,5
0,0,0,0.0,1,9,0,-1,1,2
1,1,0,0.218934911,1,18,1,360,1,0
0,0,1,0.0,0,56,1,3975,0,2
0,0,1,0.0,0,289,1,8917,0,7
0,0,0,0.0,0,14,1,7295,1,5
0,0,0,0.0,0,14,1,7295,1,5
0,0,0,0.0,0,1,1,134,1,0
0,0,0,0.0,0,96,1,5211,1,0
0,0,0,0.077586207,0,16,1,7449,0,8
0,0,1,0.0144927539999999,0,70,1,-1,0,5
0,0,1,0.0,0,257,0,8424,0,4
0,0,0,0.0,0,22,1,-1,1,0
1,0,1,0.236363636,0,3,1,4091,1,0
0,0,1,0.0,2,20,1,-1,1,0
0,2,1,0.083333333,0,50,0,1762,0,0
1,1,0,0.3125,0,0,1,5784,1,4
0,0,0,0.0,0,32,1,1019,0,2
0,0,0,0.0,1,72,1,5,1,0
0,0,0,0.0,0,31,0,-1,1,0
0,0,1,0.0,0,96,1,4488,0,5
0,0,0,0.0,0,0,1,3768,1,3
0,0,0,0.0,0,82,0,-1,0,1
1,0,0,0.265822785,0,89,1,252,1,0
0,0,0,0.166666667,0,0,1,377,1,0
0,0,0,0.0,0,0,1,-1,1,0
0,0,0,0.018181818,0,118,1,-1,1,6
0,1,0,0.100502513,5,0,1,-1,1,0
0,0,0,0.127659574,0,24,1,7530,1,4
0,0,0,0.022727273,0,466,1,165,1,0
0,1,1,0.031746032,1,21,1,2344,1,6
0,0,0,0.0,0,10,1,5159,0,8
0,0,0,0.0,2,15,1,1036,1,0
0,0,0,0.157894736999999,0,19,1,5614,1,5
0,0,1,0.0,0,7,0,1207,0,2
0,0,1,0.090909091,0,17,0,7485,0,4
0,0,0,0.0,0,139,1,8527,0,3
1,0,0,0.177777778,0,167,1,7160,1,3
1,0,1,0.23,3,59,1,254,1,0
1,0,0,0.108108108,1,208,1,6056,0,8
0,0,0,0.0,0,105,1,6980,0,1
0,0,0,0.0,1,4,1,-1,1,0
0,0,1,0.0,0,173,1,5735,0,6
0,0,1,0.0,1,19,1,-1,1,0
1,1,0,0.165354331,0,51,1,3992,1,0
0,0,1,0.115384615,0,187,0,9283,0,7
0,1,0,0.0,0,1,1,59,1,0
0,1,0,0.103448276,0,0,1,5375,1,0
0,0,1,0.0,0,0,1,5404,0,3
0,0,0,0.0,0,39,1,6343,0,1
0,0,0,0.0,2,0,1,86,1,0
0,0,1,0.0,0,64,1,-1,0,3
0,0,1,0.037735849,0,0,1,5972,1,0
0,0,1,0.0,0,50,1,1841,1,0
1,0,0,0.311688312,0,30,1,5767,1,2
0,0,0,0.164179104,0,66,1,5441,0,4
0,0,1,0.057971014,1,3,1,1407,1,0
0,0,0,0.0,0,586,0,7133,1,7
0,0,0,0.0,0,489,0,7129,1,7
0,0,1,0.0,0,3,0,5314,1,3
1,1,1,0.148648649,0,5,0,5160,1,8
0,0,1,0.0,0,30,1,-1,0,4
1,1,0,0.21875,0,51,1,3992,1,0
1,1,0,0.168067227,0,4,1,4003,1,0
0,0,1,0.0,0,50,0,3582,0,4
0,0,1,0.0,0,50,1,2787,0,2
0,0,0,0.0,0,189,1,5231,0,7
0,0,0,0.0,0,44,1,3585,0,6
0,0,1,0.0,0,130,0,3469,0,4
0,0,0,0.0,0,66,1,4593,0,4
0,0,0,0.03125,0,14,1,7295,1,5
0,0,0,0.046511628,0,19,1,12349,0,5
0,0,0,0.0,0,0,1,560,1,2
0,1,0,0.074074074,0,7,1,8018,1,4
1,0,0,0.206896552,0,21,1,5616,1,5
0,0,0,0.134146341,0,66,0,4949,0,7
0,0,1,0.047169811,3,0,0,502,1,3
0,0,1,0.0,0,96,0,9201,0,6
0,1,1,0.0,0,1,1,2403,0,3
0,0,0,0.0,0,15,1,7533,0,5
0,0,0,0.0,0,46,1,3798,0,3
1,0,0,0.3,0,0,1,3984,1,0
0,0,1,0.0,0,111,0,-1,1,6
0,0,1,0.0,0,169,0,8144,0,6
0,0,1,0.096774194,1,0,1,-1,1,3
0,0,1,0.0,0,1,1,5095,0,5
1,1,1,0.1953125,0,51,1,3993,1,0
1,0,1,0.21,3,59,1,243,1,0
0,0,0,0.027027027,0,14,1,7295,1,5
1,1,2,0.354231975,0,0,0,7489,1,7
0,1,0,0.06,0,0,1,-1,1,2
0,0,1,0.0,0,650,1,8466,0,4
0,0,0,0.119760479,0,6,1,4967,1,1
0,0,0,0.0,0,209,1,7297,0,5
0,0,0,0.0,1,82,0,12710,0,6
0,0,1,0.0,0,56,1,8043,0,6
0,0,0,0.0,0,372,0,7130,0,7
0,0,1,0.04,0,296,0,9285,0,7
0,0,0,0.0,0,487,0,7132,0,7
0,0,0,0.0,0,14,1,7295,1,5
0,0,0,0.071428571,0,61,1,8571,0,5
0,0,0,0.0,1,141,1,4870,0,0
0,0,0,0.0,2,29,1,8347,0,10
0,0,1,0.0,0,52,1,7119,0,5
0,0,1,0.0,0,170,1,5738,0,6
0,0,0,0.0,0,90,0,4180,1,0
0,1,0,0.092105263,2,11,1,-1,1,0
0,0,1,0.0,1,0,1,-1,1,0
0,0,0,0.0,1,1,1,-1,1,2
0,0,1,0.049180328,0,86,1,6300,0,5
1,1,1,0.161290323,0,4,1,4003,1,0
1,1,0,0.203125,0,51,1,3993,1,0
0,0,1,0.0,0,85,1,5545,0,2
0,0,1,0.0,0,0,1,-1,0,2
1,2,1,0.225454545,3,10,0,531,1,0
0,0,0,0.0,0,17,1,2411,0,2
1,1,2,0.432494279,3,359,1,4798,0,4
0,0,0,0.134328358,0,0,1,12156,1,5
0,0,1,0.0,0,114,1,3179,0,5
0,0,0,0.0,0,0,1,-1,1,0
0,0,1,0.0,0,66,0,8829,0,6
0,0,1,0.0,0,319,1,5224,0,8
0,0,1,0.0,0,46,1,8869,0,3
0,0,0,0.06,0,23,1,2314,1,0
0,0,0,0.0,0,239,1,7821,0,3
0,0,0,0.0,1,47,1,-1,1,1
0,0,1,0.0,0,64,0,6689,1,5
0,0,1,0.0,0,21,1,2816,0,2
0,1,0,0.06097561,2,0,1,1282,1,0
0,0,0,0.0,0,1,1,5941,1,0
1,0,0,0.127659574,0,83,0,-1,1,2
0,0,1,0.0,0,51,1,6135,0,2
0,1,2,0.025,0,50,1,-1,1,0
0,0,0,0.0,1,0,1,5021,1,3
0,0,1,0.0,0,55,1,1579,0,3
0,0,1,0.0,0,79,1,-1,0,3
1,0,0,0.274725275,3,11,1,-1,1,1
0,0,1,0.0,0,97,1,-1,0,4
0,0,1,0.0,0,27,1,-1,0,2
0,0,1,0.171052631999999,1,25,1,2370,1,2
0,0,1,0.0,0,36,1,3898,0,2
0,0,1,0.0,0,90,0,3195,0,2
0,0,1,0.0,0,49,1,4200,0,4
1,0,0,0.345454545,1,106,0,7300,0,5
0,0,1,0.0,0,299,1,6258,0,6
0,0,1,0.0,0,76,1,8493,0,4
0,0,1,0.0,0,37,0,7456,0,4
1,0,1,0.296296296,0,0,1,535,1,1
1,0,1,0.114649682,0,63,1,5051,0,7
0,0,0,0.028571429,0,14,1,7295,1,5
0,0,1,0.0,0,43,1,-1,0,1
0,0,0,0.0,0,232,1,5228,0,7
0,0,0,0.117647059,0,16,0,-1,1,0
0,0,0,0.0,0,88,1,7616,0,5
0,0,1,0.0,0,116,1,8443,0,5
0,0,1,0.0,0,157,1,7861,0,3
0,0,1,0.0,0,175,1,2383,0,2
0,0,0,0.065217391,0,0,1,-1,1,0
0,0,1,0.0,0,7,1,3779,1,1
0,0,0,0.0,1,13,1,4382,1,3
0,0,1,0.0,0,33,1,5034,0,3
0,0,0,0.0,0,86,1,-1,1,2
0,0,1,0.013888889,0,1,1,-1,0,0
0,0,0,0.135135135,0,36,1,7634,1,6
0,0,0,0.02739726,0,211,1,323,1,0
1,0,0,0.159090909,0,67,1,7157,1,3
0,0,0,0.069767442,0,0,1,2314,1,0
0,0,0,0.0,1,22,1,5626,1,5
0,0,1,0.0,0,88,1,4027,0,3
0,0,1,0.056818182,0,415,0,6315,0,6
0,0,0,0.0,0,13,0,847,1,2
0,1,0,0.0,0,11,1,286,1,0
0,0,0,0.0,3,4,1,-1,1,0
0,0,0,0.0,1,47,1,-1,1,1
0,0,1,0.0,0,145,1,7846,0,5
0,0,1,0.035714286,0,61,1,6416,1,4
0,1,0,0.0,5,15,1,-1,1,0
0,0,1,0.0,0,76,1,8375,0,3
0,0,0,0.0,0,116,0,6606,1,5
1,0,0,0.35483871,0,48,1,-1,1,0
0,0,0,0.157894736999999,0,45,1,-2,1,0
0,0,0,0.02173913,1,9,1,-1,1,7
0,0,0,0.04,0,185,1,3151,1,3
0,0,1,0.033898305,0,103,1,6831,1,0
0,0,0,0.0,0,20,0,4154,0,0
0,0,1,0.0,0,0,1,2865,1,0
0,0,1,0.019607843,0,60,1,5906,0,6
0,0,0,0.0,0,15,0,379,0,0
0,0,0,0.0,0,822,0,7133,0,7
0,0,1,0.0,0,39,1,-1,0,3
0,0,0,0.188679245,0,0,1,1426,1,0
0,0,0,0.0,0,121,1,7351,0,3
0,0,1,0.038461538,0,2,1,2290,1,4
0,0,0,0.098039216,0,7,1,-1,1,0
0,0,0,0.0,4,77,1,7017,1,1
0,0,0,0.0,0,18,1,1604,0,1
0,0,0,0.0,0,5,1,-1,1,3
0,0,0,0.029411765,0,15,1,6438,1,3
0,0,1,0.0,0,11,1,-1,1,2
0,0,0,0.085106383,0,22,1,5616,1,5
0,0,0,0.0,0,379,0,7133,0,7
0,0,1,0.0,0,14,1,4478,0,5
0,0,0,0.068965517,0,8,0,1337,1,6
0,0,0,0.025641026,0,14,1,7295,1,5
0,0,1,0.0,0,76,1,8047,0,6
1,0,1,0.258823529,2,23,1,4284,1,1
0,0,0,0.0,0,66,1,7615,0,5
1,0,1,0.271604938,0,30,1,5767,1,2
0,0,0,0.0,0,2,1,6467,1,1
0,0,0,0.0,0,0,1,4934,1,0
0,0,0,0.0,2,56,1,2193,1,0
0,0,1,0.0,0,99,1,3393,0,3
0,0,1,0.0,0,76,1,4771,0,3
0,0,0,0.0,0,175,1,7297,0,5
0,0,1,0.0,1,21,1,3764,1,2
1,0,0,0.125,0,21,1,8093,1,4
1,1,0,0.141935484,1,1,1,2975,1,1
0,0,0,0.06,0,25,1,-1,0,1
0,0,0,0.0,0,5,1,1433,1,0
0,0,0,0.0,0,43,1,1064,1,0
0,0,0,0.068965517,0,9,0,1336,1,6
0,0,0,0.0,0,14,1,2210,1,0
0,0,0,0.0,0,0,1,5158,1,8
1,0,1,0.105263158,1,122,0,5284,0,5
0,0,1,0.0,1,147,1,590,1,2
0,0,0,0.0,1,0,1,4566,1,3
0,0,1,0.071428571,0,81,1,5201,1,3
0,0,0,0.0,0,12,1,2469,0,4
0,0,0,0.0,0,246,1,-1,1,4
1,1,0,0.217054264,2,55,1,1109,1,0
0,0,0,0.012658228,0,33,1,4654,0,4
0,0,1,0.0,0,174,1,-1,0,4
0,0,0,0.043478261,0,122,1,8232,1,5
0,1,0,0.0,0,0,1,2931,1,1
0,0,1,0.048543689,2,132,1,1707,1,2
0,0,0,0.06741573,0,0,1,7448,0,8
0,0,0,0.0,0,139,1,-1,0,5
0,0,0,0.0,0,4,1,289,1,0
0,1,1,0.0,0,0,1,3934,1,0
0,0,0,0.105263158,2,21,1,5615,1,5
0,1,1,0.0,1,16,1,3480,1,0
0,0,1,0.0,0,42,1,4487,1,3
0,0,0,0.0,0,584,1,-1,1,3
0,0,1,0.047619048,0,0,1,6670,0,4
0,0,1,0.0,0,149,1,8434,0,6
0,0,1,0.0,0,0,0,-1,0,5
0,0,1,0.0,0,358,1,8205,0,4
0,0,1,0.018518519,0,7,1,5848,1,4
0,0,0,0.051020408,2,132,1,1706,1,2
0,0,1,0.0,0,50,0,8618,0,6
0,0,0,0.074074074,2,0,1,786,1,0
0,0,0,0.0,0,519,0,1345,1,4
0,0,1,0.0,0,131,0,7559,0,2
0,0,1,0.154929576999999,0,4,1,12790,0,5
0,0,1,0.0,0,5,0,-1,0,2
0,0,1,0.0,0,484,1,6434,0,7
0,0,1,0.0,0,571,0,8414,0,4
0,1,1,0.056179775,0,92,0,5186,1,1
0,0,0,0.0,0,91,1,7297,0,5
1,1,0,0.195555556,6,13,1,319,1,0
0,0,1,0.0,0,78,1,2190,0,4
0,1,0,0.126760563,0,19,1,5616,1,5
0,0,0,0.042553191,0,56,1,2098,1,2
0,0,1,0.0,0,217,1,8164,0,5
0,0,0,0.0,0,116,1,6137,1,4
0,0,1,0.0,0,107,0,9076,0,4
0,0,1,0.0,0,333,1,-1,0,2
0,1,1,0.045454545,0,5,0,5158,1,8
0,0,1,0.0,0,98,1,3744,0,2
0,0,0,0.052631579,0,6,0,3152,1,7
0,0,0,0.0,0,103,1,7327,1,1
0,0,1,0.0,0,1054,0,2101,0,3
0,0,0,0.0,0,15,1,2641,1,1
0,1,0,0.04,0,4,1,2138,1,7
0,0,0,0.0,2,4,1,2455,1,0
0,0,1,0.144578313,0,89,1,5987,0,4
0,1,0,0.0,0,1326,0,4812,0,2
1,1,0,0.228915663,0,47,1,1969,1,0
0,0,1,0.0,0,438,1,4427,0,3
0,0,1,0.041666667,0,34,1,16,1,0
0,0,1,0.0,0,35,0,-1,0,4
0,0,1,0.0,0,232,0,6843,0,5
0,1,1,0.073825503,2,22,1,1098,1,0
0,0,1,0.0,0,331,1,-1,0,2
0,0,0,0.0,0,0,1,10,1,0
0,0,1,0.0,0,40,0,3220,0,4
0,0,0,0.0,0,103,1,7062,1,1
0,1,0,0.071428571,0,11,1,5136,1,2
1,0,0,0.314285714,0,37,1,-1,1,0
1,2,2,0.092715232,1,52,1,-1,1,5
1,0,0,0.115942029,0,4,1,4003,1,0
1,1,0,0.325153374,3,26,1,2668,1,0
0,0,0,0.0,0,473,0,7129,0,7
0,0,0,0.0625,0,30,1,5789,1,3
1,1,0,0.140625,0,51,1,3993,1,0
0,0,1,0.0,0,119,0,8149,0,6
1,1,0,0.127071823,4,26,1,1931,1,3
0,0,0,0.083333333,1,22,1,5616,1,5
0,0,0,0.19047619,0,45,1,614,1,0
0,0,0,0.0,0,25,1,7489,0,10
0,0,1,0.0,0,9,1,246,0,0
1,0,0,0.305555556,0,5,1,7296,1,5
0,0,0,0.0,0,0,1,4322,1,3
1,1,0,0.270440252,0,13,1,1500,1,0
0,0,0,0.0,0,4,1,768,1,0
0,1,0,0.0,0,1,1,72,1,0
0,0,0,0.0,1,3,1,562,1,0
0,0,1,0.0,0,534,1,-1,0,3
0,1,0,0.030612245,0,0,1,6198,1,1
0,0,1,0.0,0,6,1,1859,1,2
0,0,0,0.0,0,129,1,1984,0,2
0,1,1,0.030769231,0,0,1,603,1,2
0,1,0,0.0,1,71,0,552,1,0
0,0,0,0.0,0,46,1,12713,0,6
0,0,1,0.0,0,13,0,6472,0,10
0,0,1,0.0,0,175,0,8146,0,6
0,0,0,0.0,0,0,0,2354,0,3
0,0,1,0.0,0,97,1,5132,0,7
0,0,0,0.145833333,0,274,1,7121,1,4
1,0,1,0.116883117,1,57,1,8976,1,6
0,0,0,0.09375,0,4,1,9806,0,5
0,0,0,0.040816327,0,340,1,7119,1,4
0,0,1,0.0,0,55,0,1986,0,3
0,0,1,0.0,0,41,1,3295,0,4
0,0,0,0.0,0,979,1,3584,0,5
0,0,1,0.0,0,113,1,7970,0,2
1,1,0,0.045454545,0,9,1,7764,0,5
0,0,0,0.0,0,86,0,3466,1,1
0,0,0,0.0,0,0,1,74,1,0
0,0,1,0.0,0,129,0,6495,0,5
1,1,0,0.152542373,0,51,1,3992,1,0
0,0,1,0.0,0,54,0,1597,0,0
0,0,0,0.0,0,0,1,8916,0,5
0,1,0,0.15483871,0,19,1,5614,1,5
1,0,0,0.197916667,3,124,1,244,1,0
1,1,0,0.140625,0,51,1,3992,1,0
0,0,1,0.0,0,295,0,8188,0,5
0,0,0,0.0,2,0,1,5044,1,0
0,0,1,0.0,0,30,1,2134,0,3
0,0,0,0.019607843,3,8,0,-1,1,1
0,0,1,0.0,1,99,1,7224,1,5
0,1,0,0.144578313,1,0,1,12426,0,5
0,0,1,0.0,0,137,1,-1,0,2
0,0,0,0.0,0,4,1,845,1,0
0,0,1,0.0,0,144,0,4011,0,2
0,0,1,0.0,0,67,1,8571,0,5
0,0,0,0.0,0,14,1,7295,1,5
1,0,0,0.233766234,0,122,1,1710,1,0
1,1,0,0.110169492,0,4,1,4003,1,0
0,0,1,0.026086957,0,0,1,4417,0,3
0,0,0,0.0,0,984,1,2168,0,4
0,0,1,0.0,0,76,1,3993,0,5
0,0,1,0.0,0,108,0,4632,0,3
0,0,1,0.0,0,62,0,5891,0,10
0,0,1,0.0,0,186,1,5742,0,3
0,0,0,0.0,0,12,1,7253,1,1
0,0,0,0.0,0,100,1,4987,0,2
0,1,0,0.0,4,6,1,4609,1,3
0,0,0,0.017857143,0,414,0,3270,0,5
0,0,0,0.097560976,0,23,1,804,1,2
0,0,1,0.0,0,168,1,3962,0,3
0,0,0,0.055555556,0,13,0,251,0,1
0,0,0,0.0,0,0,1,7347,0,3
0,0,0,0.078947368,1,153,1,1433,1,2
0,0,0,0.0,0,57,0,922,1,6
1,0,0,0.08974359,0,65,1,3578,1,4
0,0,1,0.0,1,50,1,3777,0,7
0,0,0,0.0,1,21,1,5616,1,5
0,0,0,0.029850746,1,22,0,3833,1,0
0,0,0,0.0,5,84,1,-1,1,2
0,0,0,0.102941176,0,82,1,5813,1,0
0,0,0,0.0,0,837,1,6074,0,5
0,0,1,0.0,0,0,1,1750,1,1
0,0,0,0.034482759,0,115,1,2,1,0
0,0,1,0.0,3,40,1,3023,1,1
0,1,0,0.0,1,6,1,3977,1,2
1,0,0,0.101265823,0,31,0,10677,1,8
0,0,0,0.076923077,0,50,0,11049,0,6
0,0,0,0.0,0,134,1,6255,0,2
0,0,0,0.0,0,16,1,1697,0,4
0,0,1,0.0,0,195,1,8708,0,3
0,0,0,0.0,2,76,0,4684,1,4
0,0,1,0.0,0,0,1,2576,1,2
0,0,1,0.0,0,302,0,8884,0,4
0,0,0,0.0,0,48,1,5232,0,7
0,0,0,0.0,0,5,1,7296,1,5
0,0,1,0.0,0,203,0,3396,0,3
0,0,0,0.0,0,34,1,2695,0,4
0,1,0,0.056910569,0,7,1,8019,1,4
0,1,0,0.053097345,1,29,1,8347,1,10
0,0,0,0.0,0,0,1,4537,1,1
0,0,0,0.068965517,0,23,1,-1,1,0
0,0,1,0.0,0,92,0,-1,0,5
0,0,0,0.0,0,47,1,7299,0,5
0,0,1,0.0,0,303,0,-1,0,7
1,0,1,0.107142857,0,5,1,-2,0,4
0,0,0,0.0,0,5,1,4322,1,0
0,0,1,0.0,0,74,1,-1,0,4
1,1,0,0.272727273,0,8,1,1953,1,3
0,0,0,0.0625,0,193,1,7299,0,5
0,0,0,0.0,0,73,0,2345,1,2
0,0,1,0.0,0,94,0,9200,0,6
0,0,0,0.0,1,90,1,-1,0,4
0,0,1,0.02173913,0,4,1,1609,1,2
0,0,0,0.063829787,0,21,1,5627,1,5
0,0,1,0.069767442,0,90,1,-1,1,4
0,0,1,0.0,0,92,1,5219,0,3
0,0,0,0.048192771,0,68,0,9399,0,9
0,0,1,0.0,0,205,1,5225,0,8
1,1,0,0.132352941,0,51,1,3993,1,0
0,0,1,0.0,0,228,0,3040,0,4
0,0,1,0.0,0,95,1,1193,0,1
0,0,1,0.0,0,40,0,8369,0,4
0,1,0,0.035460993,0,7,1,8018,1,4
0,0,0,0.0,0,14,1,7297,1,5
0,0,0,0.0,0,88,1,7296,0,5
0,0,1,0.02,0,132,0,4782,0,5
0,0,1,0.0,0,198,1,6895,0,4
0,0,0,0.0,0,45,1,1541,0,0
0,0,1,0.133333333,1,0,1,-1,1,3
0,0,1,0.038461538,0,58,0,7126,0,6
0,0,1,0.0,0,7,0,2785,0,1
0,0,1,0.0,0,133,0,9200,0,6
